State,County,% Fair or Poor Health,% Low birthweight,% Smokers,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,Chlamydia rate per 100000,Teen Birth Rate,Primary Care Physicians Ratio,Dentist Ratio,Mental Health Provider Ratio,% With Annual Mammogram,% Vaccinated (Influenza),% Children in Poverty,Income Ratio (80th% : 20th%),% Children in Single-Parent Households,Social Association Rate,Annual Average Violent Crimes,Violent Crime Rate,Injury Death Rate,Average Daily Air Polution above 2.5 ppm,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone
Texas,Llano,19,8,19,6.3,26,80,20,35,80.2,43,1273:01:00,1981:01:00,1816:01:00,42,43,21,4.3,20,11.5,26,141,112,7.1,Yes,15,73,38
Texas,Loving,20,,20,2.6,24,0,21,43,,,152:00:00,169:00:00,169:00:00,,,10,2.6,0,0,1,452,,6,No,0,82,26
Texas,Lubbock,21,9,17,7.1,22,90,18,35,831.2,32,1220:01:00,1735:01:00,629:01:00,37,46,23,5,31,8.8,2563,863,80,6.9,Yes,19,80,11
Texas,Lynn,27,9,20,6.2,18,23,18,29,187.7,46,1959:01:00,5951:01:00,,31,33,23,6.2,25,17,7,121,89,6.2,Yes,11,80,28
Texas,McCulloch,23,8,19,6.1,23,54,19,13,326.8,35,1997:01:00,2661:01:00,2661:01:00,26,33,26,5.2,24,15,4,48,77,6.5,Yes,15,86,18
Texas,McLennan,22,8,19,5.9,23,66,19,21,754.2,31,1362:01:00,1807:01:00,620:01:00,45,50,23,5.1,32,11.4,1025,423,59,8.6,Yes,18,83,18
Texas,McMullen,20,,16,4.9,26,23,20,0,,,749:00:00,743:00:00,743:00:00,33,26,14,6.4,23,0,1,123,,7,No,21,75,31
Texas,Madison,23,7,20,6.4,28,0,20,11,274.2,44,4807:01:00,3571:01:00,4761:01:00,30,43,22,5,18,10.4,44,314,75,8.3,No,19,80,34
Texas,Marion,24,10,24,6.7,29,29,18,23,367.6,39,,9854:01:00,9854:01:00,31,37,33,5,28,8.1,66,645,124,9,No,13,83,50
Texas,Martin,23,8,18,8.2,18,38,19,15,231.1,52,5753:01:00,5771:01:00,,36,32,18,4.2,14,13.9,11,186,77,6.3,Yes,17,83,34
Texas,Mason,20,5,18,7.6,26,70,19,29,142.1,17,,4274:01:00,2137:01:00,44,41,20,4.6,27,21,3,73,86,6.5,Yes,14,72,20
Texas,Matagorda,26,8,19,5.7,33,67,18,28,306.7,51,2611:01:00,2819:01:00,2290:01:00,32,41,24,5.3,32,14.2,128,347,80,8,Yes,18,85,28
Texas,Maverick,36,8,18,5.3,26,80,15,16,420.8,60,3440:01:00,4517:01:00,3091:01:00,25,26,40,5.9,32,2.7,103,179,37,7.1,Yes,23,82,21
Texas,Medina,22,8,16,7.7,20,54,20,25,205.7,30,3637:01:00,5158:01:00,2866:01:00,34,38,19,4.9,22,6.1,100,211,59,7.8,Yes,13,79,55
Texas,Menard,21,,17,7.1,27,77,19,0,517.9,33,2139:01:00,2138:01:00,,31,31,35,5.3,11,14,6,257,,6.1,No,13,66,26
Texas,Midland,19,8,15,8.1,24,66,20,35,502.3,47,2784:01:00,1823:01:00,1119:01:00,37,44,12,4.5,22,10,506,314,59,6.6,Yes,16,85,20
Texas,Milam,24,7,21,6.7,34,61,18,34,510.9,37,8377:01:00,4965:01:00,3103:01:00,35,40,25,4.6,40,12.7,56,230,87,8.1,Yes,14,83,46
Texas,Mills,22,8,20,6.5,28,24,20,14,121.9,31,2461:01:00,2437:01:00,975:01:00,38,19,25,5.3,21,14.2,2,31,102,6.8,No,12,75,18
Texas,Mitchell,24,10,19,7.8,19,4,20,18,295.2,55,2036:01:00,8545:01:00,,22,26,23,3.9,22,11,16,174,70,6.1,No,8,84,28
Texas,Montague,20,8,21,7,29,41,19,39,143.3,33,3266:01:00,3303:01:00,3964:01:00,28,30,18,4.8,24,14.8,31,166,93,7.8,No,12,84,35
Texas,Montgomery,16,7,16,7.8,18,84,20,30,279.4,22,1674:01:00,2025:01:00,1155:01:00,34,50,13,4.6,18,5.8,934,175,58,10.2,Yes,14,81,52
Texas,Moore,27,8,19,7.1,21,77,18,15,493.3,74,2149:01:00,2618:01:00,6980:01:00,28,36,15,3.3,21,11.6,45,209,69,6,No,16,82,20
Texas,Morris,21,10,21,7.1,20,38,19,11,328.9,40,6170:01:00,2065:01:00,3097:01:00,27,42,29,4.3,34,18.6,41,320,88,8.8,No,13,83,34
Texas,Motley,20,,20,7,25,25,20,,,,1234:00:00,1200:00:00,,27,34,31,4.3,38,0,0,0,,5.9,Yes,11,68,33
Texas,Nacogdoches,23,8,21,5.9,30,63,19,32,779.2,22,1429:01:00,1552:01:00,959:01:00,34,48,26,5.3,26,7.3,192,291,75,8.9,Yes,18,79,20
Texas,Navarro,24,9,21,6.6,23,53,19,23,400.4,51,2478:01:00,2506:01:00,1566:01:00,33,46,21,4.9,26,8.9,166,354,84,8.4,Yes,16,83,33
Texas,Newton,24,10,24,5.8,22,11,18,27,207.9,38,,,6798:01:00,36,37,28,5.8,38,8,9,64,95,8.7,No,6,85,57
Texas,Nolan,24,8,20,7,25,76,19,21,880.2,62,2950:01:00,2102:01:00,1635:01:00,28,37,24,4.6,28,13.6,54,394,85,6.3,No,13,80,20
Texas,Nueces,24,9,16,7,25,95,20,22,756.9,37,1262:01:00,1877:01:00,825:01:00,40,42,23,4.9,33,7.7,2467,685,68,9.2,No,18,83,18
Texas,Ochiltree,24,6,18,8.3,33,88,19,11,208.5,48,2487:01:00,2459:01:00,3279:01:00,29,27,16,3.7,21,15.1,30,270,65,5.8,Yes,15,79,12
Texas,Oldham,19,7,19,5.1,22,24,20,5,,22,,2112:00:00,2112:01:00,29,43,30,4.3,5,14.1,3,143,,5.4,No,10,70,41
Texas,Orange,20,10,21,6.7,38,64,21,19,282.2,44,5223:01:00,3089:01:00,4389:01:00,36,47,19,4.8,24,9.2,272,324,86,8.9,Yes,13,86,37
Texas,Palo Pinto,22,8,21,6.3,29,47,19,21,402.5,44,2625:01:00,3243:01:00,4865:01:00,34,46,26,4.6,26,12.5,54,192,85,7.5,Yes,20,78,37
Texas,Panola,22,9,21,6.9,25,39,19,29,348.5,40,2894:01:00,3866:01:00,7731:01:00,33,40,22,4.7,24,10.4,68,283,94,9.1,No,11,87,37
Texas,Parker,17,7,17,7.9,25,53,20,18,221,22,2386:01:00,2802:01:00,1809:01:00,41,50,10,4.2,14,9.7,163,131,72,8.3,Yes,13,84,51
Texas,Parmer,28,7,18,6.6,24,74,18,21,325.1,46,4932:01:00,9605:01:00,,29,31,18,4.1,15,14.2,8,82,86,6.1,No,17,80,14
Texas,Pecos,27,9,18,8,27,55,18,18,364.6,59,2239:01:00,3956:01:00,3956:01:00,19,18,23,3.9,17,7.7,56,348,73,6.2,Yes,10,83,16
Texas,Polk,24,7,22,6.2,34,40,19,18,297,48,1725:01:00,2853:01:00,2334:01:00,38,47,27,4.6,36,7.6,134,286,114,8.7,Yes,15,80,37
Texas,Potter,26,10,20,6.8,24,71,17,25,980.4,57,1344:01:00,1894:01:00,464:01:00,36,46,26,4.4,31,10.8,781,640,95,6.4,No,20,82,13
Texas,Presidio,40,8,22,2.7,23,95,14,40,293.5,83,3474:01:00,,2235:01:00,20,13,29,5.8,59,8.6,6,87,58,5.4,Yes,11,52,10
Texas,Rains,20,7,21,,18,52,20,25,195.5,24,12159:1,6257:01:00,2503:01:00,37,40,23,4.4,29,9,13,112,90,8.3,Yes,16,78,49
Texas,Randall,16,8,15,8.1,27,92,20,17,212.7,24,1585:01:00,1721:01:00,1076:01:00,38,46,12,3.9,20,7.9,713,547,66,6.4,Yes,12,84,17
Texas,Reagan,25,9,17,8.5,20,93,18,21,296.5,66,1871:01:00,3849:00:00,,29,27,12,3.8,10,10.7,2,53,80,6.1,No,12,83,21
Texas,Real,25,6,21,2.9,22,75,18,27,,46,1739:01:00,1726:01:00,3452:01:00,36,34,33,4.3,41,17.3,3,90,70,6.2,No,12,69,12
Texas,Red River,23,9,23,5.5,37,36,18,24,327.1,42,6088:01:00,4008:01:00,3006:01:00,34,50,27,5.4,30,13.1,37,297,97,8.7,Yes,13,84,50
Texas,Reeves,28,8,18,8,25,72,19,16,517,81,3139:01:00,15976:1,15976:1,23,30,25,5.3,25,5.1,59,407,87,6.1,Yes,13,81,20
Texas,Refugio,25,8,18,6.7,29,39,18,6,332.2,37,7032:01:00,3474:01:00,6948:01:00,34,30,27,4.4,29,11.4,25,336,92,7.4,No,12,84,36
Texas,Roberts,17,,18,7,19,60,21,57,,,903:00:00,854:00:00,854:00:00,36,44,9,3.6,21,0,1,116,,5.8,No,4,79,21
Texas,Robertson,22,10,20,7,36,48,19,10,703.4,42,17284:1,17074:1,8537:01:00,40,44,31,4.7,30,11.6,65,391,75,8.1,No,14,79,43
Texas,Rockwall,14,8,14,8.5,27,90,21,35,176.7,11,1307:01:00,1311:01:00,777:01:00,40,52,7,3.5,14,7.4,88,97,40,8.8,No,12,81,61
Texas,Runnels,23,7,19,7,20,48,19,33,224,34,1462:01:00,5132:01:00,2566:01:00,37,40,24,4.8,25,17.6,18,173,83,6.4,Yes,11,82,33
Texas,Rusk,23,7,21,7.1,30,41,19,12,335,39,4950:01:00,3627:01:00,3886:01:00,36,40,20,4.4,21,10.7,199,380,78,9.1,Yes,13,87,38
Texas,Sabine,23,8,24,6.1,30,85,19,20,372.8,39,3530:01:00,2636:01:00,10542:1,34,38,27,4.6,25,11.3,32,333,101,8.4,Yes,13,91,25
Texas,San Augustine,25,10,23,6.3,29,50,18,37,363.5,44,4116:01:00,2059:01:00,8237:01:00,34,46,32,6,34,7.3,31,355,92,8.5,Yes,17,83,39
Texas,San Jacinto,24,9,23,7.1,23,74,19,27,396.2,41,14360:1,28859:1,9620:01:00,25,43,26,4.7,19,2.8,57,207,88,8.7,Yes,15,80,65
Texas,San Patricio,25,9,17,7,33,48,18,14,188.9,41,3935:01:00,2471:01:00,2567:01:00,37,42,21,5.2,31,9.6,244,361,68,8,No,15,87,33
Texas,San Saba,25,6,21,6.7,25,47,19,33,369.2,36,3027:01:00,6055:01:00,3028:01:00,27,28,34,4.5,15,14.9,7,110,53,6.7,No,15,71,34
Texas,Schleicher,22,7,16,8,20,77,19,0,266.6,24,,2793:00:00,2793:01:00,24,27,23,4.8,5,17.3,0,0,80,6,No,14,81,29
Texas,Scurry,24,9,20,7.2,23,40,19,22,398.8,67,1687:01:00,2088:01:00,4176:01:00,23,34,18,4,25,9.5,53,298,75,6.2,No,10,83,12
Texas,Shackelford,19,9,20,7.3,20,80,20,33,210.3,26,3253:01:00,3265:00:00,1633:01:00,34,48,18,4.4,36,24.6,4,104,61,6.4,Yes,16,84,32
Texas,Shelby,26,8,23,6.5,36,42,17,20,348.8,43,5084:01:00,3159:01:00,1805:01:00,28,42,33,4.7,30,11.4,71,289,89,8.9,Yes,12,81,35
Texas,Sherman,22,6,18,7.6,27,38,20,0,,23,,3022:00:00,,26,44,14,3.5,12,16.2,5,145,,5.6,No,7,75,35
Texas,Smith,21,8,19,7.1,23,72,18,20,493.1,31,967:01:00,1616:01:00,805:01:00,44,52,18,4.6,25,13.4,737,335,69,8.9,Yes,16,83,30
Texas,Somervell,21,7,20,7.3,24,71,19,16,214.8,18,1503:01:00,4564:01:00,4564:01:00,45,49,14,5.6,13,6.7,10,108,103,7.5,No,21,87,46
Texas,Starr,41,9,20,3.7,26,25,14,56,352.2,65,4609:01:00,7181:01:00,5876:01:00,27,27,43,5.1,39,2.5,167,263,33,7.9,Yes,22,70,26
Texas,Stephens,24,9,22,6.2,29,56,19,14,364.1,48,3144:01:00,2342:01:00,3122:01:00,28,41,27,5.1,32,7.4,18,188,107,6.6,No,13,85,20
Texas,Sterling,22,,18,4.7,19,55,20,17,,,1311:00:00,1291:00:00,,33,43,13,2.6,61,22.9,2,113,,6,No,8,81,25
Texas,Stonewall,21,,20,7.3,21,53,20,0,,,1362:01:00,1350:00:00,450:01:00,25,14,20,5.2,23,29.4,1,71,,6.1,No,12,87,29
Texas,Sutton,21,8,15,8.4,18,85,20,6,265.5,48,940:01:00,3776:01:00,,34,45,18,4.4,25,16,6,139,58,6,No,12,84,16
Texas,Swisher,29,9,22,6.8,19,54,17,25,146.4,52,7462:01:00,7397:01:00,,31,28,29,4.6,33,13.4,40,519,88,6.3,No,14,81,31
Texas,Tarrant,21,8,15,7.4,23,94,18,21,466.1,26,1702:01:00,1656:01:00,759:01:00,40,50,14,4.3,26,6.8,7977,403,50,8.5,Yes,17,82,43
Texas,Taylor,20,9,18,6.6,25,84,19,19,391.1,35,1464:01:00,1266:01:00,557:01:00,40,45,19,4.4,27,12.2,580,426,77,6.7,Yes,14,80,9
Texas,Terrell,26,,18,4.8,24,0,18,17,,,823:00:00,776:00:00,776:00:00,28,12,21,5.5,21,0,2,178,,6.3,No,4,82,28
Texas,Terry,29,10,21,6.2,26,75,18,29,440.4,68,3072:01:00,3084:01:00,12337:1,20,39,31,4,23,9,33,254,89,6.2,Yes,15,75,26
Texas,Throckmorton,20,,20,4.7,30,57,20,25,,,1515:01:00,1501:00:00,1501:01:00,25,22,27,6.6,23,19.8,0,0,157,6.4,Yes,9,84,26
Texas,Titus,26,7,20,7,29,49,17,15,322.1,43,2202:01:00,2183:01:00,1560:01:00,27,41,23,4.1,29,8.8,116,353,67,8.9,No,18,84,18
Texas,Tom Green,21,8,17,6.6,25,77,20,31,624.5,33,1390:01:00,1679:01:00,644:01:00,42,53,17,4.4,27,10.9,375,318,59,6.5,Yes,14,80,11
Texas,Travis,16,8,13,7.6,15,93,22,23,733,24,1158:01:00,1385:01:00,343:01:00,40,50,14,4.7,23,9.2,4358,370,56,9.2,Yes,19,74,37
Texas,Trinity,23,8,22,6.9,26,81,19,42,238.6,46,7370:01:00,14651:1,7326:01:00,29,38,30,4.6,30,16.3,25,188,114,8.6,Yes,13,81,53
Texas,Tyler,22,8,22,5.4,36,52,21,14,264.6,42,5424:01:00,10836:1,3612:01:00,31,33,23,4.8,30,12.4,64,297,110,8.3,Yes,14,81,44
Texas,Upshur,20,8,21,7.2,29,26,20,16,254.4,35,3438:01:00,8351:01:00,2610:01:00,36,45,21,5,22,7.3,118,299,76,8.9,No,14,82,46
Texas,Upton,26,8,19,7.4,20,66,18,21,354.9,49,1836:01:00,3657:00:00,,35,18,19,4.6,22,8.2,3,84,71,6.3,No,10,86,37
Texas,Uvalde,29,7,18,6.2,25,77,17,12,387,48,2441:01:00,2674:01:00,1910:01:00,29,34,30,4.8,38,11.2,73,268,55,6.9,No,16,79,18
Texas,Val Verde,30,7,17,6.3,19,82,18,30,416.6,60,3281:01:00,2884:01:00,1886:01:00,29,26,29,5.6,31,7.9,68,138,49,6.9,Yes,16,80,8
Texas,Van Zandt,21,7,20,7.3,27,37,19,12,175.8,31,6224:01:00,4353:01:00,2978:01:00,39,40,20,4.3,21,11.2,62,118,83,8.6,No,12,81,53
Texas,Victoria,23,8,17,7.1,29,79,19,26,520.2,41,1315:01:00,1879:01:00,644:01:00,40,51,23,4.7,28,9.6,393,425,65,7.9,Yes,15,80,19
Texas,Walker,23,8,20,6.5,22,77,20,23,844.3,18,3451:01:00,2280:01:00,1780:01:00,33,45,22,6.3,28,6.6,264,375,58,8.7,Yes,19,82,38
Texas,Waller,23,8,19,6.9,31,24,18,20,380.1,20,7589:01:00,6906:01:00,3683:01:00,29,45,18,4.9,19,5.8,165,344,62,9.3,No,21,81,50
Texas,Ward,25,10,18,8.2,28,82,18,22,383.5,53,5860:01:00,,5999:01:00,18,26,16,4.2,15,8.5,58,495,96,6.3,No,13,85,26
Texas,Washington,20,8,19,7.5,37,61,18,16,399.5,20,1672:01:00,2111:01:00,1794:01:00,41,46,18,4.6,23,14.5,82,236,62,8.1,Yes,13,84,21
Texas,Webb,35,8,17,6.5,32,88,16,22,453.8,57,3208:01:00,3255:01:00,2943:01:00,27,37,29,5.7,31,3.4,1031,382,43,7.5,Yes,29,82,23
Texas,Wharton,25,9,19,7.2,24,63,18,13,295.5,43,2973:01:00,1807:01:00,2309:01:00,34,40,22,5.4,31,15.4,182,439,69,8.3,No,16,87,29
Texas,Wheeler,22,6,20,7.4,26,63,19,5,,34,2596:01:00,2528:01:00,1685:01:00,30,28,18,4.4,18,23.1,7,121,93,6,No,14,86,27
Texas,Wichita,22,8,20,6.3,30,69,16,37,434.8,38,1295:01:00,1247:01:00,627:01:00,39,47,17,4.8,25,9.6,498,380,74,7.6,No,16,77,8
Texas,Wilbarger,26,9,21,6,31,29,18,20,352.6,50,2564:01:00,3192:01:00,672:01:00,27,48,21,5.1,27,11.7,42,323,84,6.6,Yes,13,79,12
Texas,Willacy,37,9,20,5.9,26,34,15,27,398.4,45,3074:01:00,21358:1,3560:01:00,28,50,38,5.5,38,4.6,160,731,54,7.8,Yes,19,83,33
Texas,Williamson,15,7,12,7.9,19,87,19,27,247.7,13,1431:01:00,1773:01:00,828:01:00,46,52,7,3.6,18,6.4,834,165,42,8.5,Yes,12,79,44
Texas,Wilson,19,7,16,8.5,32,32,20,14,150.1,20,2184:01:00,3648:01:00,3192:01:00,36,39,12,4.3,18,6.2,64,135,67,8,No,12,80,60
Texas,Winkler,27,9,19,8.4,22,98,19,23,462.1,49,3860:01:00,4005:01:00,,17,20,18,4.4,13,9.1,10,125,125,6.2,No,17,81,26
Texas,Wise,20,6,19,7.8,28,38,20,24,166.2,27,2530:01:00,3683:01:00,3333:01:00,34,49,12,4.2,17,10,102,162,83,8.4,Yes,14,82,48
Texas,Wood,20,6,20,7.2,31,39,21,23,225.7,30,2256:01:00,2846:01:00,2846:01:00,42,40,22,4.8,32,13.3,76,175,92,8.7,Yes,13,81,42
Texas,Yoakum,25,6,16,8.4,21,67,19,18,408.5,50,2864:01:00,8713:01:00,4357:01:00,20,19,15,3.5,6,9.3,16,182,86,6.2,Yes,14,74,22
Texas,Young,21,5,21,6.9,35,60,19,0,300.4,43,1504:01:00,1501:01:00,1801:01:00,30,42,20,4.8,25,12.2,31,169,99,6.9,Yes,10,82,15
Texas,Zapata,40,8,20,4.3,18,45,14,25,300.2,65,14190:1,7090:01:00,,23,32,44,6.5,24,2.1,14,96,45,7.2,Yes,22,68,19
Texas,Zavala,40,9,21,4.6,25,59,15,21,142.3,55,11983:1,3947:01:00,1973:01:00,20,26,40,5.3,63,3.3,18,177,57,6.9,No,24,90,15
Utah,,15,7,9,8,17,86,11,21,339.8,16,1725:01:00,1449:01:00,292:01:00,40,48,10,3.8,14,3.5,6877,229,67,5.8,,14,76,25
Utah,Beaver,17,8,13,8.2,19,78,12,0,140.9,32,1097:01:00,1342:01:00,1342:01:00,28,21,12,3.7,8,0,3,54,108,4.9,No,12,75,19
Utah,Box Elder,16,7,12,7.9,18,76,11,13,209,22,3053:01:00,1515:01:00,216:01:00,43,45,9,3.3,12,2.9,65,130,81,8.2,Yes,9,78,34
Utah,Cache,15,6,10,7.6,14,86,10,12,217,10,2229:01:00,1509:01:00,580:01:00,44,51,11,3.9,12,3.2,79,65,51,8.7,Yes,14,74,12
Utah,Carbon,18,11,15,6.9,23,72,12,16,305.5,21,2027:01:00,1077:01:00,512:01:00,40,50,18,4.6,24,5.9,25,131,113,5.8,No,15,82,15
Utah,Daggett,14,,12,7.2,20,99,13,25,,,980:00:00,950:00:00,950:00:00,34,54,7,3.9,0,0,1,87,,4.9,Yes,8,51,25
Utah,Davis,12,7,8,8.4,16,94,10,20,327.9,12,2081:01:00,1457:01:00,462:01:00,42,51,6,3.1,12,2.2,346,103,53,8.4,No,10,81,29
Utah,Duchesne,18,7,15,7.5,22,54,12,7,204.7,33,2218:01:00,1662:01:00,586:01:00,23,42,15,3.9,15,1.5,90,424,121,5.9,No,13,79,24
Utah,Emery,17,7,13,7.9,19,43,12,21,168.7,18,10014:1,3337:01:00,910:01:00,33,36,14,4,13,0,18,167,140,5.7,Yes,10,80,22
Utah,Garfield,17,7,14,5.2,25,39,12,20,137.8,22,2540:01:00,5051:01:00,842:01:00,41,28,13,3.9,21,0,,,119,4.9,Yes,12,72,16
Utah,Grand,16,7,13,7.4,16,95,12,25,206.7,29,751:01:00,1219:01:00,424:01:00,34,42,19,3.7,38,4.1,26,269,108,5.3,No,13,74,9
Utah,Iron,18,8,14,6.7,17,62,11,7,286.3,18,2639:01:00,2031:01:00,326:01:00,40,45,15,4.1,17,3.4,134,278,73,5,Yes,15,76,11
Utah,Juab,16,6,13,7.1,19,69,12,27,160,19,1444:01:00,3004:01:00,194:01:00,31,47,12,3.4,14,0,9,85,119,5.9,Yes,12,76,37
Utah,Kane,15,7,12,7.1,19,58,12,27,105.7,19,2570:01:00,3943:01:00,493:01:00,33,39,13,4.2,13,0,23,311,104,4.8,Yes,10,78,5
Utah,Millard,17,7,12,7.2,20,62,10,21,147.7,21,2168:01:00,1465:01:00,824:01:00,36,42,16,3.8,8,0,36,283,113,5.7,Yes,9,73,13
Utah,Morgan,11,7,9,9.3,17,89,14,27,185.3,4,1095:01:00,4041:01:00,4041:01:00,37,46,4,3.2,7,0,,,44,7.5,Yes,11,85,46
Utah,Piute,20,,15,3.1,24,11,11,50,,,1445:00:00,1479:00:00,164:01:00,34,35,31,3.9,1,0,1,66,,4.7,No,6,78,32
Utah,Rich,16,6,12,4.9,31,43,13,60,292.8,,,1242:01:00,2483:01:00,37,41,14,3.5,12,0,2,86,92,6,No,9,73,46
Utah,Salt Lake,16,8,11,8.4,17,90,14,24,465.5,20,1282:01:00,1275:01:00,197:01:00,39,50,11,3.8,17,4.4,4261,384,71,9.7,Yes,14,75,26
Utah,San Juan,25,7,19,4,23,37,11,34,273.5,28,1545:01:00,1093:01:00,666:01:00,18,22,26,6.1,24,0,15,93,133,5.4,Yes,20,77,29
Utah,Sanpete,18,8,13,7.8,20,64,10,13,146.5,12,2187:01:00,2380:01:00,117:01:00,36,42,14,3.6,10,0,16,64,73,5.7,No,14,72,21
Utah,Sevier,17,8,14,8.1,22,66,12,10,187.7,27,2154:01:00,1441:01:00,441:01:00,40,49,15,3.9,15,1.4,21,100,97,5.2,No,10,80,12
Utah,Summit,11,9,8,8.7,12,95,17,24,282.2,8,777:01:00,1832:01:00,520:01:00,50,56,6,4.7,18,8.3,55,138,54,7.4,Yes,13,71,37
Utah,Tooele,16,7,12,7.9,25,89,12,30,275.7,19,5826:01:00,3285:01:00,926:01:00,37,45,7,3.3,12,2.7,178,283,70,6.4,No,9,75,48
Utah,Uintah,20,8,15,7.6,21,62,11,43,287.3,30,2953:01:00,1881:01:00,729:01:00,28,45,12,3.9,17,3.4,47,124,91,6,No,13,77,19
Utah,Utah,13,6,7,8.1,15,85,6,17,209.8,10,2366:01:00,1640:01:00,363:01:00,39,49,8,3.7,10,1.8,449,78,49,8.7,Yes,15,73,25
Utah,Wasatch,12,7,9,8.7,15,73,13,23,143.3,14,1955:01:00,1794:01:00,974:01:00,41,50,6,3.5,9,2.4,27,93,60,6.9,Yes,16,78,38
Utah,Washington,16,7,11,7.4,17,81,11,25,291.6,16,1789:01:00,1492:01:00,357:01:00,42,47,13,3.8,16,3.3,235,154,74,5.2,Yes,17,77,13
Utah,Wayne,15,11,12,6.9,15,44,14,33,,16,2690:01:00,904:01:00,151:01:00,41,11,20,4.3,21,0,,,96,5,Yes,13,73,15
Utah,Weber,16,8,12,7.9,19,86,12,15,404.7,23,2310:01:00,1257:01:00,426:01:00,43,46,8,3.7,20,3.4,603,247,82,9,Yes,12,80,23
Vermont,,13,7,15,8.7,18,76,20,34,274.5,11,892:01:00,1365:01:00,208:01:00,45,49,11,4.5,21,13.4,806,129,86,5.4,,17,76,32
Vermont,Addison,12,7,14,8.9,20,72,22,31,198.5,8,880:01:00,1936:01:00,331:01:00,43,57,9,3.8,14,10.3,29,79,64,5.4,No,15,73,39
Vermont,Bennington,14,8,17,8.1,20,100,20,35,230.4,17,963:01:00,1043:01:00,209:01:00,48,50,13,4.6,27,13.8,57,156,90,5,No,15,77,22
Vermont,Caledonia,15,6,19,8.3,23,60,22,53,301.7,12,1263:01:00,1304:01:00,273:01:00,42,38,15,4.2,18,12.9,35,113,106,5,No,15,77,32
Vermont,Chittenden,11,6,13,8.6,14,87,19,26,364,5,550:01:00,1017:01:00,153:01:00,46,59,8,4.5,21,12.1,209,130,67,5.5,No,18,73,26
Vermont,Essex,18,5,21,7.1,28,44,21,33,160.5,13,6250:01:00,2054:01:00,2054:01:00,39,40,19,4.1,19,6.4,1,16,123,5.2,No,16,80,40
Vermont,Franklin,14,7,17,8.9,26,49,19,53,289.6,20,1830:01:00,2058:01:00,386:01:00,45,45,11,3.7,17,8.9,68,140,83,5.6,Yes,15,82,42
Vermont,Grand Isle,13,5,15,9.1,22,62,24,25,171.5,14,1773:01:00,7235:01:00,3618:01:00,46,49,11,4,19,5.6,3,43,105,5.7,Yes,17,78,64
Vermont,Lamoille,14,6,17,8.6,19,68,23,43,276.3,13,1100:01:00,1951:01:00,208:01:00,44,58,11,5,25,8.3,14,53,66,4.6,No,19,78,41
Vermont,Orange,14,7,17,8.4,18,52,20,29,207.1,11,1208:01:00,3210:01:00,292:01:00,45,44,11,3.8,20,10,6,19,89,5.3,Yes,16,76,45
Vermont,Orleans,16,7,21,7.8,25,51,22,33,286.9,24,1416:01:00,1931:01:00,370:01:00,45,31,18,4.5,23,9.7,38,139,102,5.4,No,19,77,29
Vermont,Rutland,14,6,18,8.2,22,85,21,38,199.7,13,1333:01:00,1323:01:00,313:01:00,44,47,12,4.4,18,12.3,97,162,101,6.4,Yes,19,81,27
Vermont,Washington,12,7,15,8.3,16,83,24,19,329.4,12,938:01:00,1168:01:00,182:01:00,47,56,9,4.5,27,21.8,60,101,80,5,Yes,16,74,33
Vermont,Windham,14,7,17,8,17,70,21,28,219.3,18,1018:01:00,1508:01:00,135:01:00,47,40,13,4.8,25,14.3,73,167,113,5.9,Yes,20,72,29
Vermont,Windsor,13,7,16,8.5,17,82,23,30,181.5,12,1024:01:00,1619:01:00,187:01:00,48,40,10,4.4,19,14.1,51,91,101,5.9,Yes,16,79,32
Virginia,,17,8,15,8.8,22,82,18,30,507.3,16,1325:01:00,1409:01:00,531:01:00,43,51,13,4.8,24,11.3,17321,207,65,7.7,,15,77,41
Virginia,Accomack,24,10,23,8.1,33,37,18,25,734.4,30,2493:01:00,2308:01:00,873:01:00,43,46,29,4,40,11.1,74,226,88,7.3,No,13,74,31
Virginia,Albemarle,14,7,14,8.8,15,77,20,39,340.8,5,706:01:00,976:01:00,696:01:00,50,62,7,4.6,22,10.5,106,100,57,7.1,No,13,76,23
Virginia,Alleghany,21,8,24,7.7,31,100,19,33,218.2,28,2130:01:00,3715:01:00,3715:01:00,38,51,19,5.6,25,17.4,31,196,80,7.2,No,12,86,33
Virginia,Amelia,20,8,22,8.3,29,8,19,47,422.4,16,13013:1,3286:01:00,1643:01:00,39,47,14,5.1,18,10,15,117,120,7.9,No,14,87,73
Virginia,Amherst,20,8,22,8.1,27,54,18,28,310.2,20,3958:01:00,4515:01:00,5268:01:00,31,50,17,4.2,26,14.2,43,133,73,8,No,12,82,30
Virginia,Appomattox,20,9,22,8.5,30,55,18,29,331.6,26,7921:01:00,7956:01:00,5304:01:00,32,52,19,5,25,15.2,18,114,80,7.9,No,11,82,51
Virginia,Arlington,11,7,10,9.5,12,100,22,21,450.7,10,1327:01:00,1453:01:00,506:01:00,40,52,9,3.9,17,14,345,149,28,7.7,No,16,51,45
Virginia,Augusta,17,6,19,8.8,26,51,18,35,270.1,17,1986:01:00,3148:01:00,1349:01:00,51,56,11,3.8,18,13.9,93,125,72,7.7,No,10,86,32
