"Average earnings per worker growth, 2001-2016",Capital outlays per pupil,Civilian population aged 25 and up,Farmers' markets per capita,Flag = 1 if state has expanded Medicaid,Grocery stores per capita,Interval measure of number of organizations at which one volunteers  ,Interval measure of volunteer hours  ,Itemized contributions as share of total adjusted gross income,Long-term debt issued during FY per pupil,"Long-term debt outstanding at the end of FY per pupil, thousands of current dollars",Natural amenity scale,Net migration rate,"Non-rent seeking organizations per 10,000 population","Payments sent to charter schools per pupil, thousands of current dollars","Payments sent to private schools per pupil, thousands of current dollars",Percent of adults that have diabetes,Percent of civilian population aged 25-34 that is uninsured,Percent of current spending spent on support services,Percent of population that didn't work over the past year,Percent of population that works part-time (less than 35 hours a week),Percent of returns with itemized deductions,Percent of returns with professional or business income,Percent of returns with salaries and wages,Percent of revenue from federal sources,Percent of total elementary-secondary expenditures for other elementary-secondary programs,Percent of total revenue from state sources,Percent of working population that carpooled to work,Percent of working-age population working 1-13 weeks per year,Percent of working-age population working 14-39 weeks per year,Percent of working-age population working 40-47 weeks per year,Population density,"Population growth, 2010-2016",Population that has low access to grocery stores rate,"Property crime events per 1,000 population",Rate Working Outside County of Residence  ,Ratio of emp. in local industries to traded industries,Ratio of interest on school system debt to total elementary-secondary expenditures,Ratio of non-elementary-secondary expenditures to total elementary-secondary expenditures,"Rent-seeking organizations per 10,000 people",Residential stability,Rural-urban continuum code (1-9),"Share of emp. in Arts occupations, 2007-11 avg",Share of emp. in all local industries,Share of emp. in the 2nd-largest traded industry  ,Share of emp. in the 4th-largest traded industry  ,Share of emp. in the 5th-largest traded industry  ,Share of emp. in the Arts & Entertainment occupation SC,Share of emp. in the Business & Other White Collar occupation SC,Share of emp. in the Business Services & Support industry supercluster (SC),Share of emp. in the College occupation SC,Share of emp. in the High IP Manufacturing industry SC,"Share of emp. in the Manufacturing, Technology & Engineering occupation SC",Share of emp. in the Tech & Knowledge Services industry SC,Share of emp. in the largest local industry,Share of emp. in the largest traded industry  ,Share of emp. in top 2 local industries,Share of emp. in top 3 industries,Standardized score of January mean sunlight,Standardized score of January mean temperature,Standardized score of July mean humidity,Standardized score of July mean temperature,Standardized score of topographical features,Suicide rate,Total civilian population aged 18-64 rate,Total civilian population aged 25-34 rate,"Total civilian population, 2016 rate",Total fall 2015 public school enrollment rate,"Total school revenue from local sources, thousands of current dollars rate","Total school revenue from state sources, thousands of current dollars rate",Years of potential life lost to premature death (age-adjusted) rate,"emp. growth, 2001-2016",emp. in social assistance industries (NAICS 624) rate,Agreeableness,Belief In Science,Collectivism,Conflict Awareness,Conscientiousness,Empathy,Employment Rate,Entrepreneurship,Extraversion,Gender Equality,Hopefulness,Income Mobility,Neuroticism,Openness,Religiosity,Risk Taking,Selflessness,Tolerance,Work Ethic,Murder rate per 100000,Rape rate per 100000,Robbery rate per 100000,Aggrevated Assault rate per 100000,Burglery rate per 100000,Motor Vehicle Theft rate per 100000,Arson rate per 100000,% Low birthweight,% Smokers,% Physically Inactive,% With Access to Exercise Opportunities,% Driving Deaths with Alcohol Involvement,Chlamydia rate per 100000,Primary Care Physicians Ratio,Dentist Ratio,Mental Health Provider Ratio,% With Annual Mammogram,% Vaccinated (Influenza),Income Ratio (80th% : 20th%),Injury Death Rate,Average Daily Air Polution above 2.5 ppm,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone,state,county,HDI
0.040832095,1.413916111,3219.0,0.0,0.0,0.41519618,1.469520104,141.8547341,0.039933149,0.0,3.637823343,0.16,-0.0003142,14.14713015,0.0,0.0,13.9,17.4418602,34.81443405,28.2491951,13.56963825,23.94366264,24.88262939,74.64788818,4.926884174,6.838320255,27.26659203,8.02919708,5.871822357,7.59040451,1.861797333,4.819506168,1.081081081,0.989304812628548,16.47446458,0.306569347,1.286629304,0.007127264,0.001412611,0.0,0.925956567,7.0,0.002005012,8.177311897,0.020437265,0.001218427,0.137483542,0.016372796,0.057304785,0.0,0.027078085,0.0,0.033375314,0.0,0.083925097,0.023072345,0.083925097,0.14527408,0.9482,0.26797,0.82104,-1.26667,-0.588,0.207511932,0.5378445084327437,0.1061291649526943,0.978815302344714,0.2305635540929658,2.479638009049774,0.9971205265322912,2.3628222932949403,0.019996284,0.002262443438914,82.39127911,67.39380969,66.15083917,61.62549248,85.16215253,82.12052162,95.9,13.82113821,92.64819941,69.19027127,78.66717583,1.453199163,78.15234982,80.54245898,69.57955821,71.97494655,76.4911839,71.71680668,69.77193905,0.0,0.0,0.0,123.8645747,309.6614368,123.8645747,0.0,7.0,22.0,27.0,31.0,17.0,205.0,2447.0,4891.0,1648.7392328398385,35.0,44.0,4.4,123.0,5.9,0.0,6.0,83.0,27.0,OK,DEWEY,0.8391139073802657
0.027767658,0.415204674,3076.0,0.0,0.0,0.362976407,1.465635739,111.0085911,0.036837951,0.0,0.0,0.62,-0.031060001,14.09194997,0.0,0.152046785,15.6,54.10071945,37.0703125,39.29112244,9.633444786,4.081632614,10.20408154,88.16326904,49.23972321,5.13671875,33.58362961,2.924281984,4.301726818,7.421993256,3.120266676,2.393079281,6.62139219,0.3600622653927813,1.944149876,0.12845953,3.95799796,0.0,0.0,0.0,0.975622969,7.0,0.0,22.86239624,0.018076591,0.013728198,0.110863891,0.039215687,0.039745628,0.142307088,0.057763645,0.0,0.076311605,0.0,0.04595979,0.035096835,0.101322469,0.048588092,0.34602,-1.6099,0.75258,-0.66748,0.77701,0.174155347,0.5440552016985138,0.1229653220099079,0.9916843595187544,0.0605095541401273,0.1618895966029724,0.3165251238499646,4.833626026185421,0.008137599,0.0044232130219391,86.35724096,63.15378221,69.7969423,68.26054462,80.49577179,80.35964738,91.5,9.302325581,91.01929607,66.50931431,60.08120276,-0.899232812,77.86454214,79.410565,73.26254536,58.76643294,77.56614565,67.89942703,69.52957289,0.0,0.0,0.0,35.8037952,71.6075904,0.0,35.8037952,8.0,32.0,30.0,54.0,0.0,2570.7,5904.0,1473.0,2946.0,21.0,28.0,4.7,182.0,4.3,0.0,18.0,76.0,18.0,SD,DEWEY,0.8019336498335412
0.035629291,2.147668362,1629.0,0.0,0.0,0.427533134,1.471181556,136.3231268,0.034136359,7.033678532,12.47409344,0.38,0.077289701,27.21088435,0.0,0.0,9.9,43.29268265,33.821064,34.8159523,14.11042976,7.894736767,21.05263138,73.68421173,5.336163998,5.319311142,40.82094955,12.68758527,9.202453613,8.282208443,4.831288338,2.593919992,-8.469721768,0.2167898603486812,6.613756614,0.22510231,2.159155113,0.023319615,0.0,4.535147392,0.918202247,8.0,0.0,16.10972023,0.0,0.0,0.076814289,0.023419203,0.145199058,0.0,0.023419203,0.0,0.042154565,0.0,0.074575841,0.026564415,0.074575841,0.117453116,1.46005,0.76433,1.30024,-1.47586,-0.588,0.0,0.5011175681716584,0.0733124720607957,0.924005364327224,0.1725525257040679,1.7004917299955298,1.2892266428252124,2.456284312919088,-0.010730695,0.0,79.03385994,69.20268609,65.68784994,60.3029053,78.07735236,79.18492345,94.9,12.24489796,91.76338117,66.00951042,82.6952159,0.2339747776383059,84.54253021,84.74500928,66.67506257,73.75747827,75.62363554,68.15930873,71.18900954,0.0,0.0,0.0,87.29812309,392.8415539,0.0,0.0,8.135300881563818,21.345726331927946,26.746262935990803,64.26561901111538,27.417784591797624,400.7721349175926,2723.612529469329,2991.629635396704,1635.783762800579,40.96435415868149,43.85626676887696,4.520927558451512,87.54886929858183,7.793982368723658,0.4062859333077807,13.675737830586431,80.55960137983902,32.45343043311614,TX,DICKENS,0.8026477242985676
0.044093251,0.177739426,11043.0,0.065342394,1.0,0.192159877,1.43557047,156.3496644,0.027432348,0.0,0.0,0.61,0.019685499,3.2666928,0.0,0.0,10.4,27.44498825,37.74198532,48.23093033,10.54025459,7.056451797,9.274193764,84.47580719,10.39948273,5.815614223,58.50315475,7.414330218,4.862287998,7.044491291,2.118643999,47.23108673,-3.766584921,0.0,9.742790335,0.413914833,1.325619896,0.002737226,0.000436369,0.65333856,0.967556115,7.0,0.01577287,8.792022705,0.031671494,0.021390125,0.08995379,0.057855362,0.068827929,0.030011758,0.040648379,0.0,0.033416459,0.0,0.063110025,0.03245274,0.118590707,0.214794697,-1.06911,0.12734,-0.82193,0.89927,1.68702,0.133618386,0.5876894929430214,0.1069001568217459,0.970922634605332,0.1514636696288552,0.5025483533716676,0.9454391008886566,0.9038313741505488,0.004231387,0.0001960271824359,83.21376351,71.02607657,70.68944165,38.35993559,80.92806965,78.09938623,90.1,12.95546559,84.54234923,69.37049704,86.03701963,0.88644444,86.26432869,76.75458253,75.06506408,69.98614667,74.49376985,74.58483196,78.19710405,6.457445435,6.457445435,0.0,71.03189978,148.521245,96.86168152,38.74467261,8.135300881563818,21.345726331927946,26.746262935990803,64.26561901111538,27.417784591797624,400.7721349175926,2723.612529469329,2991.629635396704,1635.783762800579,40.96435415868149,43.85626676887696,4.520927558451512,87.54886929858183,7.793982368723658,0.4062859333077807,13.675737830586431,80.55960137983902,32.45343043311614,VA,DICKENSON,0.8205786703797708
0.026021242,3.86336875,3531.0,0.0,1.0,0.764233856,1.501008065,96.2046371,0.045131299,1.17196703,5.928150654,-2.96,0.037173301,37.08764396,0.0,0.0,11.2,13.52313137,23.97777748,10.24535847,18.89920425,11.55378532,17.52988052,79.28286743,3.748538971,8.222222328,56.78744507,8.65911582,4.741379261,8.421751022,7.161803722,4.625840664,-2.43902439,0.1305225201937984,4.183304811,0.156010227,1.844138305,0.02074074,0.0,3.903962522,0.901400118,7.0,0.00952381,6.785120487,0.047559936,0.034744546,0.195231047,0.035158212,0.063284782,0.049722422,0.062782521,0.075746514,0.093922654,0.0,0.06460088,0.054905094,0.151800791,0.125,0.16536,-1.97389,0.20493,-0.67003,-0.73966,0.197472354,0.560077519379845,0.1089147286821705,0.972093023255814,0.1645348837209302,0.9160852713178296,1.3182170542635658,0.6437231255813953,-0.000153237,0.0065891472868217,83.56375145,71.9441389,65.14467425,49.473444,80.95960605,55.16853943,98.0,10.92896175,85.64060286,69.57991145,78.96642128,1.295949704,76.65193423,78.10750918,71.09068582,77.00038319,74.53625155,67.23132305,75.38369071,0.0,0.0,0.0,19.05487805,76.2195122,0.0,0.0,4.0,19.0,26.0,72.0,80.0,82.3,1226.0,1624.0,4872.0,48.0,50.0,3.8,69.0,5.3,0.0,7.0,72.0,18.0,ND,DICKEY,0.8971306984055244
0.034530826,0.897683382,12648.0,0.058664789,1.0,0.17775671,1.41876629,101.1025195,0.030998234,0.161003858,7.885328293,-1.51,-0.018423401,21.26654064,0.0,0.0,9.6,8.814944267,26.4763813,9.944367409,20.54440689,34.11896896,19.07968521,78.90011597,3.799378157,3.596913338,25.91828537,8.206755838,6.030200481,9.68607235,5.05662632,44.34244537,2.273954521,0.1945627655755015,7.735583685,0.2167309,1.328188278,0.018920926,0.0,1.77221172,0.95572963,7.0,0.011049724,3.73164463,0.03348441,0.018901207,0.11655042,0.032615858,0.087634526,0.009744273,0.044585988,0.1379181,0.109707884,0.003767157,0.083538723,0.074330188,0.134362073,0.199339787,0.52667,-1.54372,-0.0689,-0.67924,-0.73966,0.115989097,0.5628299894403379,0.1004927842309046,0.9882083773319252,0.1519418045289217,1.3391411474832806,0.4938401971136923,0.3332731217294379,0.006921426,0.0143728734013844,83.51037918,69.85547263,65.94269167,46.01111511,80.58631997,57.46826867,95.6,7.525083612,88.92150898,71.37997879,81.24368279,0.830462906,79.44859055,77.4481682,69.38044387,72.2319898,75.94499913,63.73485527,72.83130009,0.0,0.0,0.0,41.28575641,171.0409909,17.69389561,0.0,6.0,17.0,22.0,91.0,18.0,127.9,1319.0,1328.0,1438.0,55.0,62.0,3.7,55.0,7.0,0.0,11.0,81.0,16.0,IA,DICKINSON,0.9030146996170084
0.028789384,5.337957859,13339.0,0.051588939,0.0,0.203655618,1.579912664,110.9554585,0.042027174,0.0,13.69034386,-0.96,0.0020517,18.0785124,0.0,0.0,11.0,16.59634399,20.72571945,21.27511597,16.22162247,18.11111069,14.88888931,80.55555725,5.160700798,3.794000626,71.84712982,10.01226447,4.844742298,7.149691105,5.096982002,23.18706703,-1.873038372,0.0820997472141972,16.96647588,0.351990204,1.422943143,0.031461604,0.000344596,4.132231405,0.922771657,7.0,0.005939525,6.560978413,0.043478087,0.034504578,0.107278829,0.027393268,0.07504007,0.051387105,0.122104036,0.053294685,0.095585021,0.0,0.074502875,0.046504557,0.16704749,0.184087055,0.91809,-0.31111,0.54721,-1.08984,-0.73966,0.209819555,0.5640218737102766,0.1100392075938918,0.9779199339661576,0.185926537350392,0.4801382583574082,1.50036112257532,0.3933505988444077,-0.006928027,0.0010317787866281,85.23962469,63.41053481,65.69416606,61.58333906,84.93508927,77.9048164,95.4,11.29032258,85.05271412,68.24801135,86.03927632,0.700621862,79.17704591,77.27286692,70.10024661,71.64038773,75.75748484,64.14646885,73.3525156,0.0,20.39879647,5.099699118,122.3927788,805.7524606,112.1933806,5.099699118,8.0,22.0,30.0,70.0,27.0,248.7,2340.0,3078.0,2638.0,45.0,29.0,4.6,80.0,7.2,1.0,11.0,78.0,32.0,KS,DICKINSON,0.8668365865537639
0.035301991,0.751965284,18806.0,0.038626444,1.0,0.268230065,1.432784636,114.0452675,0.027006808,0.092708051,6.715098858,-3.58,-0.0038125,15.41604039,0.0,0.0,12.7,16.44295311,34.73671341,26.6523571,19.52528191,18.07692337,11.0,78.7692337,9.79536438,3.006948471,52.64885712,8.508691674,6.072848797,6.81143856,3.876018047,34.27501678,-1.06618771,0.3292571214029124,0.0,0.125617571,1.942916548,0.016561789,0.027302355,3.083208078,0.956950673,5.0,0.007989908,3.653913498,0.02942327,0.022186194,0.163793242,0.02772405,0.074145712,0.0,0.038183252,0.063147567,0.125008954,0.0,0.099971421,0.033944901,0.177268982,0.100100372,-1.70139,-1.52717,-0.68502,0.81682,-0.73966,0.195809673,0.5861562825910619,0.1035961219050562,0.9859399745065472,0.1424929506740314,0.7379582061879563,1.0345320406350187,0.228451574529723,-0.002621675,0.0103132604581096,86.6630017,64.87664046,66.38912734,61.05526313,82.90160917,77.10963473,94.8,8.095781072,84.64751182,70.35625006,81.33469503,0.263520525,79.4489912,78.74527025,73.39015602,64.22391189,78.46811118,67.3984438,72.76830858,0.0,30.65368994,0.0,7.663422484,45.98053491,11.49513373,3.831711242,8.135300881563818,21.345726331927946,26.746262935990803,64.26561901111538,27.417784591797624,400.7721349175926,2723.612529469329,2991.629635396704,1635.783762800579,40.96435415868149,43.85626676887696,4.520927558451512,87.54886929858183,7.793982368723658,0.4062859333077807,13.675737830586431,80.55960137983902,32.45343043311614,MI,DICKINSON,0.8507794616993262
0.025201235,0.259780526,34804.0,0.019636335,0.0,0.17958695,1.677290837,142.7250996,0.042232874,0.0,3.265982866,-0.83,-0.0061727,9.487666034,0.0,0.0,12.6,21.87448311,29.29255295,29.09312248,14.37614155,15.63039684,17.44386864,82.85837555,9.905633926,5.837585449,55.27667618,11.58290536,4.403530121,6.183810234,3.499695778,102.297226,2.536946805,0.1254252832934061,26.27621686,0.44089325,1.530040335,0.009688701,0.014662042,0.592979127,0.952359175,1.0,0.009713124,4.980348587,0.024887765,0.01672277,0.128249866,0.021036302,0.083648774,0.017493915,0.07626435,0.070295326,0.099348433,0.0,0.091080534,0.029024135,0.1695722,0.095580611,-0.76802,0.46651,-0.47965,-0.25332,0.77701,0.191681043,0.6023445784078859,0.1185838275144327,0.9895338334053332,0.1646310332639516,0.4897694694262263,0.7775595962769508,0.1907006650826689,0.008525091,1.963633507442171e-05,86.98735675,64.08284986,65.7213361,64.42081026,84.10415546,82.01706028,95.6,13.46633416,89.20736802,69.49142295,85.79402032,0.078050883,75.41559731,79.45894888,70.83059965,71.18612952,77.02019837,71.56633461,71.70304389,7.957665221,33.82007719,5.968248916,300.4018621,652.5285481,101.4602316,17.90474675,8.0,25.0,22.0,68.0,19.0,348.1,2813.0,1420.0,981.0,42.0,54.0,4.0,120.0,8.4,0.0,13.0,83.0,47.0,TN,DICKSON,0.8433546768081059
0.021346109,0.114430383,20376.0,0.0,0.0,0.253734657,1.485237484,158.8061617,0.066579066,0.0,0.045738395,-0.68,0.004726,8.631989514,0.0,0.0,16.5,29.91857147,41.23807907,37.88412094,14.67142963,14.92411423,14.83979797,86.42495728,17.27763176,8.652591705,60.48002625,19.6856616,3.918684721,7.285811901,2.306035519,77.88072968,-2.460857089,0.1236109084513797,54.46609109,0.330933342,1.388144054,0.000900355,0.001157599,0.319703315,0.962286121,4.0,0.001819836,5.938836575,0.045643065,0.025880307,0.082578031,0.023171867,0.075454122,0.017332351,0.117838845,0.036395341,0.085002328,0.0,0.080318723,0.06455335,0.188531395,0.166719072,0.97831,0.93805,-1.16422,-0.00436,-1.043,0.129626029,0.5849454801266268,0.1217344034790394,0.9887442842068238,0.1894605570300259,0.3849326895404982,1.0466856393694242,0.3838866469478463,-0.004809751,0.0065231989255907,90.33474443,65.46657655,65.46912512,64.49042403,86.2822499,82.06328661,93.4,9.018036072,89.20179115,69.8646819,82.97569421,-0.579876974,75.89211541,77.69952253,78.29147407,66.96442696,75.54597973,68.369134,67.89511299,25.61721477,54.43658138,153.7032886,931.8261872,1905.280348,336.2259438,38.42582215,12.0,27.0,33.0,31.0,24.0,1089.2,2040.0,3387.0,743.0,40.0,44.0,5.7,94.0,8.2,0.0,15.0,77.0,34.0,SC,DILLON,0.7860878403432153
0.071863331,3.876836538,6563.0,0.0,0.0,0.284711018,1.471181556,136.3231268,0.034502902,0.0,20.14477158,0.48,0.0006003,5.457025921,0.0,0.0,9.3,44.45350647,10.41558456,29.11215019,12.0560751,13.11475372,18.03278732,89.46135712,4.706969738,2.085343122,3.302040339,6.730028256,7.352025032,12.30529594,1.869158864,7.929209709,8.463385354,0.3594579171739531,37.65503703,0.218340607,1.034366998,0.023030303,0.000593692,1.81900864,0.940110249,6.0,0.0,15.15115929,0.030537366,0.025839915,0.08229647,0.016366158,0.061997226,0.0,0.027877947,0.0,0.016782247,0.0,0.069565375,0.045417376,0.135608275,0.19471757,0.16536,1.69912,1.16332,-1.20167,-0.73966,0.185288123,0.5525733259546209,0.1130787677550267,0.990684375576462,0.2134292565947242,6.516325401217488,0.2339051835454713,0.853973642040214,0.05118411,0.023335178011437,83.24597144,66.22392981,68.72627025,65.65019375,84.72783793,75.53535223,92.8,9.580838323,84.9140109,66.67461596,84.90164776,0.179593269,79.45796404,79.14155552,66.67792401,73.14012109,71.6598822,68.0654991,66.37883086,0.0,36.70735065,18.35367532,412.9576948,1532.53189,201.8904286,36.70735065,8.0,19.0,25.0,68.0,4.0,767.9,2577.0,3375.0,3375.0,29.0,41.0,5.1,59.0,6.9,0.0,18.0,87.0,18.0,TX,DIMMIT,0.8218567349405758
0.086765103,4.199999809,1781.0,0.422119038,1.0,0.446627959,1.501008065,96.2046371,0.035142062,8.684058189,8.608695984,-2.06,-0.0069829,49.40304652,0.0,0.0,10.1,8.878504753,25.54030418,18.51574135,20.23987961,16.52892494,19.83471107,74.3801651,1.832569718,5.096378326,35.73511124,15.09281679,1.349325299,6.071963787,7.49625206,1.77591157,14.38918397,0.2907155067961165,1.256281407,0.111380148,2.203467371,0.0,0.0,0.0,0.953508394,9.0,0.0,10.00612831,0.042707369,0.008169274,0.157545738,0.017873942,0.059266227,0.0,0.060206961,0.0,0.040451552,0.0,0.135859001,0.047349546,0.175548483,0.155829384,-0.52714,-2.24689,1.09487,-0.25517,-0.73966,0.0,0.5597298438159561,0.0903334740396791,0.9683410721823554,0.145631067961165,1.8982693119459688,1.0865344027015618,3.1447573558463486,0.022529956,0.0,81.76829591,68.82802766,67.91944924,55.3815949,78.38518467,82.45887254,97.3,7.894736842,91.45923989,70.04208792,81.83297121,0.2339747776383059,80.88326633,76.09402859,71.56688921,72.03392795,76.10518104,67.49388641,69.73237045,0.0,0.0,0.0,0.0,216.0760588,129.6456353,0.0,8.135300881563818,21.345726331927946,26.746262935990803,64.26561901111538,27.417784591797624,400.7721349175926,2723.612529469329,2991.629635396704,1635.783762800579,40.96435415868149,43.85626676887696,4.520927558451512,87.54886929858183,7.793982368723658,0.4062859333077807,13.675737830586431,80.55960137983902,32.45343043311614,ND,DIVIDE,0.9189144811134096
0.021095974,9.226886749,12021.0,0.0,0.0,0.185908161,1.480998914,167.8686211,0.090352945,0.0,0.104716979,2.42,-0.019897001,10.69384161,0.0,0.0,14.0,38.79310226,20.04130554,47.20690155,13.89028168,12.5736742,16.11001968,76.03143311,8.042063713,3.278688431,80.65769196,11.82975172,3.219336033,7.732424259,2.567445517,22.8859539,-2.05821459,0.0922833897662273,25.51404213,0.337784271,1.78574217,0.00036143,0.002039499,0.0,0.902367234,6.0,0.003770028,28.93147278,0.017491207,0.010460331,0.073427275,0.029228557,0.058936271,0.009411591,0.123622423,0.0,0.064686153,0.0,0.065006994,0.063843183,0.098970577,0.213380433,0.97831,1.78185,-1.30113,0.52463,-1.19466,0.122699387,0.5040412832628699,0.0937577716985824,0.9051852772942054,0.1318080079582193,0.2785998507833872,1.988560059686645,0.6379990767222083,-0.005578424,0.0020517284257647,84.81702196,65.3072864,69.04194475,62.63557432,84.76869682,82.63551327,94.5,9.142857143,83.04104481,66.8234304,84.30791257,0.057497994,79.56692879,80.06103783,73.2645754,75.36605969,78.29716991,67.25731242,72.09232311,0.0,31.36762861,31.36762861,301.1292346,1336.260979,169.3851945,25.09410289,10.0,31.0,43.0,35.0,53.0,371.9,8350.0,16826.0,5609.0,34.0,33.0,4.9,128.0,7.1,0.0,14.0,74.0,28.0,FL,DIXIE,0.7839051983781482
0.027513163,0.887830675,3918.0,0.0,0.0,0.338983051,1.454372624,134.2024715,0.034320419,0.0,9.45714283,-1.71,-0.0230422,22.47968183,0.0,0.0,10.2,13.57798195,27.18058205,14.40451431,14.04811382,16.36363602,18.90909004,84.0,3.29282403,3.320885658,19.03935242,9.482459187,4.514404297,7.157707214,2.880902767,12.38891983,-3.183333333,0.3505616977104493,16.53196179,0.582146568,0.943773017,0.018271539,0.0,1.729206294,0.961175236,3.0,0.0,9.72694397,0.043077687,0.029073384,0.067477455,0.045685279,0.094543146,0.057847735,0.255076141,0.0325821,0.093908629,0.0,0.058386132,0.051847901,0.079170065,0.252892827,0.70733,-1.13009,0.4103,-1.18967,-0.73966,0.17355085,0.554312274057497,0.0938199345842658,0.9860561198140816,0.162678602169048,2.310380444138406,0.5663625408848338,1.0555700037872269,0.000828413,0.0,86.35189584,69.86859601,70.15906343,41.22964621,82.10303033,62.62791067,96.5,6.837606838,87.01927773,70.74405963,82.60143897,1.304548153,77.29895148,74.40685654,78.66026328,70.70714466,74.4487121,62.16735183,75.33668488,0.0,51.27328662,0.0,102.5465732,444.368484,34.18219108,51.27328662,5.0,17.0,32.0,37.0,0.0,347.6,2855.0,1879.0,5636.0,44.0,43.0,3.8,56.0,6.7,1.0,10.0,81.0,37.0,NE,DIXON,0.8598683437444975
0.052215185,0.994932413,5945.0,0.119574315,1.0,0.120743782,1.463703704,131.942963,0.023579958,2.576013565,1.955236435,-2.52,0.028256601,7.352941176,0.0,0.0,13.0,24.5590229,39.23788834,44.49812317,10.01968193,13.24041843,13.58885002,78.39720917,6.184156418,5.547800064,20.49527931,10.77554064,3.095366001,8.266237259,1.341921687,25.90391541,1.962935869,0.0436030700466339,35.88516746,0.686800919,1.507761724,0.005480585,0.006307844,0.0,0.88313413,7.0,0.021001615,18.03867722,0.026150079,0.0,0.09311166,0.038202248,0.070411986,0.0,0.021722847,0.0,0.02846442,0.0,0.083610338,0.032781925,0.083610338,0.172380661,-1.58096,-0.17047,-0.75347,0.56231,1.53535,0.118863663,0.5730001195743154,0.0881262704771015,0.9265813703216548,0.1415759894774602,1.9223962692813583,0.5373669735740763,0.9255044424249672,0.015958156,0.0105225397584598,84.35798618,65.75254008,69.84761239,45.41117391,82.76061669,59.1927913,95.1,7.246376812,84.42118341,69.71125703,79.04828605,0.177023259,85.50861515,79.46791303,72.64673722,66.80477224,72.57051203,64.69425535,64.25326873,0.0,0.0,0.0,95.87727709,143.8159156,11.98465964,11.98465964,9.0,26.0,23.0,52.0,0.0,233.6,8406.0,2910.90625,8448.0,46.0,40.0,4.5,76.0,7.5,0.0,9.0,79.0,61.0,WV,DODDRIDGE,0.819532209830779
0.038237743,1.297263622,14510.0,0.0,0.0,0.327638661,1.430051813,124.3246978,0.076252151,0.0,0.0,-0.08,-0.0032478,7.145579268,0.0,0.0,13.5,27.53108406,31.82083511,41.61724472,9.395341873,24.24242401,21.76308632,79.88980865,16.61493492,6.055666447,58.66959381,7.005299212,2.350643635,4.383046627,2.415738583,43.08362961,-3.674986236,0.0283822510597761,41.43265868,0.438671303,3.453254108,0.0,0.0,1.429115854,0.946980996,4.0,0.004587156,17.57084084,0.019128241,0.014937077,0.175679933,0.028764806,0.046249295,0.037261952,0.049492387,0.0,0.073604063,0.008422995,0.072099916,0.019161399,0.123965229,0.055801689,0.58689,1.33513,-0.89039,-0.10181,-0.73966,0.145893109,0.5639437961419386,0.1072636341986187,0.9123124553465112,0.1531793284115265,0.4664920219099785,1.107358894974994,0.4535214392474399,-0.01242471,0.0044772564896403,88.01636836,63.44474745,69.03896199,60.96853684,82.95537194,79.34525717,92.6,12.5,86.56460524,65.60028124,63.18477166,-0.232054954,77.62045914,77.54035789,72.05675713,75.94843794,78.7832846,71.64765737,69.66106783,0.0,23.56156637,18.8492531,278.0264832,994.2981009,94.24626549,0.0,10.0,23.0,25.0,55.0,18.0,525.8,2588.0,2576.0,2944.0,37.0,43.0,5.2,90.0,9.7,0.0,12.0,82.0,36.0,GA,DODGE,0.8188339750549876
0.029492924,5.947394848,13190.0,0.049113501,1.0,0.098784945,1.532026144,115.0607843,0.02633582,5.692885876,27.03431892,-5.08,-0.026603701,16.71008011,0.0,0.0,8.3,11.35563374,16.62807655,10.38624573,20.40351677,32.83433151,14.37125778,85.72854614,2.755413532,2.933325529,71.66943359,9.126729589,4.09012413,8.15669632,4.333490372,46.08947372,1.364066312,0.0884057965227641,12.3323872,0.596078072,1.021653527,0.048195615,0.023935582,0.491472944,0.92625765,3.0,0.004683841,6.204250336,0.039735705,0.031665888,0.11029426,0.022723206,0.086598676,0.03353098,0.077294686,0.071206905,0.085346216,0.0,0.073235459,0.041395627,0.199394203,0.118482899,-0.28627,-1.65126,-0.41119,-0.17279,-0.73966,0.146298644,0.5900496046363145,0.1115858749570256,0.9931241098177888,0.196061097195619,0.6131329502480232,1.7181867295319484,0.2011758559009871,0.013795102,0.0047640096262462,86.38958691,66.96766584,65.11593145,62.20314599,84.24426331,79.97210893,96.2,14.97175141,88.76014694,68.16053824,84.85501115,0.924419577,76.50015997,76.81361536,69.54610891,72.29450384,73.79568778,69.33883104,68.57487689,0.0,24.571232,9.828492801,157.2558848,255.5408128,58.9709568,0.0,5.0,18.0,22.0,65.0,38.0,245.6,2082.0,5234.0,3489.0,47.0,55.0,3.3,74.0,7.0,0.0,8.0,80.0,35.0,MN,DODGE,0.8911790313508856
