"Average earnings per worker growth, 2001-2016",Capital outlays per pupil,Civilian population aged 25 and up,Farmers' markets per capita,Flag = 1 if state has expanded Medicaid,Grocery stores per capita,Interval measure of number of organizations at which one volunteers  ,Interval measure of volunteer hours  ,Itemized contributions as share of total adjusted gross income,Long-term debt issued during FY per pupil,"Long-term debt outstanding at the end of FY per pupil, thousands of current dollars",Natural amenity scale,Net migration rate,"Non-rent seeking organizations per 10,000 population","Payments sent to charter schools per pupil, thousands of current dollars","Payments sent to private schools per pupil, thousands of current dollars",Percent of adults that have diabetes,Percent of civilian population aged 25-34 that is uninsured,Percent of current spending spent on support services,Percent of population that didn't work over the past year,Percent of population that works part-time (less than 35 hours a week),Percent of returns with itemized deductions,Percent of returns with professional or business income,Percent of returns with salaries and wages,Percent of revenue from federal sources,Percent of total elementary-secondary expenditures for other elementary-secondary programs,Percent of total revenue from state sources,Percent of working population that carpooled to work,Percent of working-age population working 1-13 weeks per year,Percent of working-age population working 14-39 weeks per year,Percent of working-age population working 40-47 weeks per year,Population density,"Population growth, 2010-2016",Population that has low access to grocery stores rate,"Property crime events per 1,000 population",Rate Working Outside County of Residence  ,Ratio of emp. in local industries to traded industries,Ratio of interest on school system debt to total elementary-secondary expenditures,Ratio of non-elementary-secondary expenditures to total elementary-secondary expenditures,"Rent-seeking organizations per 10,000 people",Residential stability,Rural-urban continuum code (1-9),"Share of emp. in Arts occupations, 2007-11 avg",Share of emp. in all local industries,Share of emp. in the 2nd-largest traded industry  ,Share of emp. in the 4th-largest traded industry  ,Share of emp. in the 5th-largest traded industry  ,Share of emp. in the Arts & Entertainment occupation SC,Share of emp. in the Business & Other White Collar occupation SC,Share of emp. in the Business Services & Support industry supercluster (SC),Share of emp. in the College occupation SC,Share of emp. in the High IP Manufacturing industry SC,"Share of emp. in the Manufacturing, Technology & Engineering occupation SC",Share of emp. in the Tech & Knowledge Services industry SC,Share of emp. in the largest local industry,Share of emp. in the largest traded industry  ,Share of emp. in top 2 local industries,Share of emp. in top 3 industries,Standardized score of January mean sunlight,Standardized score of January mean temperature,Standardized score of July mean humidity,Standardized score of July mean temperature,Standardized score of topographical features,Suicide rate,Total civilian population aged 18-64 rate,Total civilian population aged 25-34 rate,"Total civilian population, 2016 rate",Total fall 2015 public school enrollment rate,"Total school revenue from local sources, thousands of current dollars rate","Total school revenue from state sources, thousands of current dollars rate",Years of potential life lost to premature death (age-adjusted) rate,"emp. growth, 2001-2016",emp. in social assistance industries (NAICS 624) rate,Agreeableness,Belief In Science,Collectivism,Conflict Awareness,Conscientiousness,Empathy,Employment Rate,Entrepreneurship,Extraversion,Gender Equality,Hopefulness,Income Mobility,Neuroticism,Openness,Religiosity,Risk Taking,Selflessness,Tolerance,Work Ethic,Murder rate per 100000,Rape rate per 100000,Robbery rate per 100000,Aggrevated Assault rate per 100000,Burglery rate per 100000,Motor Vehicle Theft rate per 100000,Arson rate per 100000,% Low birthweight,% Smokers,% Physically Inactive,% With Access to Exercise Opportunities,% Driving Deaths with Alcohol Involvement,Chlamydia rate per 100000,Primary Care Physicians Ratio,Dentist Ratio,Mental Health Provider Ratio,% With Annual Mammogram,% Vaccinated (Influenza),Income Ratio (80th% : 20th%),Injury Death Rate,Average Daily Air Polution above 2.5 ppm,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone,state,county,HDI
0.024949601,0.968760908,22768.0,0.085409253,0.0,0.227900749,1.454372624,134.2024715,0.040092457,1.319022655,6.276788712,-0.53,0.0004612,16.49179675,0.0,0.0,9.4,19.73236656,28.91585541,14.21289539,18.73622322,21.80629921,15.74569225,85.85858917,7.163079739,4.288255692,26.31849289,10.15014682,4.523328304,7.17762661,3.926340818,61.28927231,0.713958023,0.2458307887829181,19.96216506,0.115463457,1.971836235,0.009797934,5.31e-05,1.137365293,0.928684765,5.0,0.006282437,4.420410156,0.037023209,0.018760135,0.130083662,0.056604633,0.062201392,0.061562624,0.083359877,0.004733133,0.085225463,0.017510876,0.06974824,0.054893337,0.159847962,0.11654785,0.70733,-1.006,0.4103,-1.06047,0.77701,0.285591889,0.5918291814946619,0.1255231316725978,0.9819786476868329,0.1631316725978647,1.5117153024911032,0.5981209964412811,0.156629504,0.001708936,2.8469750889679717e-05,86.82286804,69.13326595,70.63016973,62.18401473,84.80703631,80.82626723,97.1,9.380234506,88.97342169,68.64304796,85.44972078,0.794684993,78.67492506,76.56059768,70.63831614,74.54775195,82.40498764,73.01243316,69.02351977,0.0,51.02330064,0.0,34.01553376,371.3362436,116.2197403,8.50388344,6.0,17.0,26.0,85.0,31.0,341.5,1609.0,836.0,186.0,42.0,51.0,4.4,72.0,6.6,0.0,13.0,81.0,10.0,NE,MADISON,0.8802967873873021
0.02779712,1.637695909,47606.0,0.110973935,1.0,0.164991544,1.277777778,139.6944444,0.021768048,2.202218533,8.630978584,-0.94,0.0176346,9.549247824,0.0,0.036128636,9.6,13.14325428,30.09266663,25.160532,18.95328903,27.08731651,13.98980236,82.37731171,3.637237549,2.037758589,58.10014725,6.516475096,5.531539917,7.105384827,4.079405785,111.0625839,-1.842270091,0.1965548789690521,14.86649226,0.492352486,1.507281417,0.033199493,0.005721152,0.830369376,0.930754817,2.0,0.009112287,7.515476227,0.022491196,0.016256427,0.108449356,0.039923797,0.056448273,0.175900877,0.042284436,0.035779551,0.075043485,0.003510251,0.094966277,0.029723499,0.168051585,0.178977214,-1.24976,-1.16318,-0.68502,1.22268,0.92868,0.112156346,0.635200932181054,0.0997378240785695,0.9918572875195938,0.1363037356600868,1.093134874946247,1.6598787609760155,0.0813867287797028,-0.000847066,0.0085033777691464,84.59543878,66.15760203,45.0,61.37380568,82.90352683,66.25,94.8,9.967051071,87.96481382,61.66666667,86.12619301,0.2918277,80.39971995,79.34175698,40.90909091,72.74979756,50.0,46.5625,72.85421983,0.0,15.19714846,6.907794756,59.4070349,374.4024758,41.44676853,2.763117902,7.0,20.0,23.0,74.0,21.0,283.2,1646.0,2838.0,476.0,50.0,48.0,4.4,55.0,6.2,1.0,12.0,81.0,39.0,NY,MADISON,0.8869999770329833
0.034043211,1.254330039,30727.0,0.068906907,1.0,0.115404145,1.711191336,152.7761733,0.029576538,2.037222624,6.067000866,-3.07,0.0053495,10.01433871,0.236554235,0.0185354,10.7,15.31199646,32.53376007,31.04739761,14.35235596,27.53774071,14.52368546,82.87350464,5.784437656,3.073419333,34.51256561,9.988340459,5.0429039,8.20621109,4.031599045,92.99959564,0.234833659,0.2862042646484599,17.88167361,0.539226036,0.946110305,0.0304575,0.003788564,0.455197214,0.895889965,1.0,0.004942768,13.29604721,0.029931165,0.015767669,0.093226202,0.028390938,0.10281731,0.032675423,0.081687481,0.156097293,0.134766194,0.0,0.07256814,0.058944464,0.182691395,0.202659633,-1.09921,-0.40211,-0.27427,0.34803,-0.73966,0.138188351,0.5385074763993845,0.099754232032524,0.8867629832096837,0.1511817534510875,1.3214277511082528,0.7638789994717137,0.1667804871718308,0.015099344,0.0019523623584537,84.90950927,67.80566231,64.84699002,62.9205731,80.51724275,80.99974358,96.2,10.68111455,89.52478688,67.83366253,84.32456288,0.328760213,77.60444109,77.40072111,69.82672551,78.42753447,77.82007622,70.24629938,69.38780753,2.310696213,9.242784851,23.10696213,48.52462047,614.6451926,90.1171523,13.86417728,7.0,24.0,28.0,62.0,24.0,213.5,2961.0,3441.0,1443.0,45.0,53.0,3.5,82.0,9.1,1.0,10.0,86.0,41.0,OH,MADISON,0.8469187409526947
0.01930196,0.516283751,64505.0,0.010190771,0.0,0.162661136,1.559447983,132.6783439,0.060019285,0.0,2.447358131,-1.44,0.0047891,16.41366514,0.0,0.0,14.2,17.15801811,31.12406731,30.55657005,15.99403286,18.08679771,15.0647583,85.04885101,15.2924242,7.115736485,40.14230347,6.41202165,4.351621151,6.336988926,3.15976572,176.5614929,-0.168881112,0.2368596046999837,36.51793102,0.11641819,1.992143437,0.012670062,0.004945015,1.325326999,0.951948723,3.0,0.008314791,5.561279774,0.030154072,0.018919172,0.168897384,0.031415391,0.064046631,0.041469924,0.05982692,0.036366072,0.120136603,0.000996438,0.084112724,0.035955083,0.175285426,0.102139917,-0.01529,0.48306,-0.20582,-0.37053,-0.73966,0.153589384,0.6117825697048752,0.1209848361323985,0.9876793575737812,0.1317360997880319,0.5521156041089189,0.4973198271645198,0.0942036983124082,0.005814534,0.0187815913908364,91.08304555,62.31174036,65.82468197,59.598886,89.29312337,81.1573502,95.0,9.405940594,88.95685599,68.22022103,86.19257718,-0.756762144,72.68905883,78.40980186,75.71202596,74.67760289,78.72561651,68.64640713,66.67517777,13.16682366,33.42347543,198.5151874,893.3183434,1316.682366,182.309866,27.3464799,10.0,23.0,31.0,77.0,34.0,957.6,757.0,1462.0,390.0,45.0,53.0,4.8,78.0,6.5,0.0,17.0,83.0,16.0,TN,MADISON,0.8668291611427891
0.056055102,2.450353384,9866.0,0.0,0.0,0.145232735,1.471181556,136.3231268,0.052221244,3.112681389,10.58311653,0.22,-0.0034288,7.941091539,0.0,0.0,9.1,31.13311386,24.05765915,55.38657761,9.241731644,16.28352547,20.30651283,80.6513443,8.803178787,5.09431076,35.44906616,12.76112625,2.860789061,3.541422844,1.90364778,29.54738045,1.31001171,0.2753393492740013,21.95508206,0.313578568,3.565537088,0.026284313,0.000920104,2.165752238,0.873863388,6.0,0.002267574,13.57339287,0.028304135,0.012484051,0.13209191,0.012919399,0.060161975,0.045550209,0.01465484,0.005697798,0.023332048,0.0,0.100543392,0.042120345,0.128572873,0.065704452,0.34602,1.22759,0.4103,-0.8322,-0.73966,0.142989919,0.4004189843242072,0.0656649570179874,0.6855450408148522,0.1942498013436394,1.175684461460666,0.7475980640034675,0.6223064990970165,0.016702788,7.223867658744492e-05,84.41828009,60.75729666,67.6031534,62.98266252,85.6568131,79.72997707,94.9,10.82474227,90.85707283,69.74581617,84.4417899,-0.187594824,80.95281672,74.73909779,73.52576405,70.76155362,75.53187022,63.96746443,70.32232563,0.0,14.51273492,36.28183731,94.33277701,420.8693128,166.8964516,0.0,7.0,20.0,28.0,0.0,11.0,274.2,4807.0,3571.0,4761.0,30.0,43.0,5.0,75.0,8.3,0.0,19.0,80.0,34.0,TX,MADISON,0.7940639548121398
0.029066375,0.929469645,9304.0,0.076207895,1.0,0.454270139,1.43557047,156.3496644,0.036205217,0.0,0.0,-0.76,-0.0030842,10.66991845,0.0,0.0,11.4,31.39956474,32.23588181,20.23375702,17.84592247,30.57851219,20.16528893,79.50413513,6.463753223,3.928218126,42.98348618,12.33977098,5.215533257,8.043231964,5.416614532,41.18708801,-1.397655546,0.0286338006706294,7.889546351,0.613057594,1.402124322,0.0,0.0,0.762137032,0.91823851,6.0,0.009615385,7.663160324,0.038223971,0.018545829,0.091429217,0.089272859,0.051835852,0.049789764,0.055795536,0.0,0.057955364,0.0,0.083750181,0.044850815,0.197792433,0.215525683,-0.07551,0.20179,-0.95884,0.0626,1.08035,0.152928582,0.5817710714830057,0.1050906873952141,0.9865874104557232,0.1393842402072855,0.8189300411522634,0.6963115378753238,0.5351049362139918,-0.00667783,0.0041152263374485,84.93136386,70.14158873,65.42412538,59.22129157,81.57075432,78.51283523,96.9,9.128630705,85.45753676,68.18373182,84.2349093,0.306964538,81.2395773,79.7321582,66.07233002,72.42473604,77.22578643,68.43111401,71.69363019,7.575757576,30.3030303,7.575757576,37.87878788,128.7878788,30.3030303,37.87878788,7.0,22.0,28.0,52.0,31.0,218.4,3324.0,2652.0,3315.0,48.0,58.0,3.4,114.0,7.4,0.0,15.0,79.0,42.0,VA,MADISON,0.8763438671391852
0.029245989,0.048140045,7756.0,0.0,1.0,0.16655563,1.379076087,128.1086957,0.057201812,0.0,24.32239151,-0.68,-0.0069153,5.935724582,0.0,0.0,11.1,33.0370369,41.01886749,43.48228455,8.646219254,14.85148525,20.04950523,84.65346527,26.07009697,5.839454651,42.32047653,7.397622193,2.630883217,7.020095348,3.199365377,19.23015404,-2.398081535,0.1000972125730746,33.73203683,0.271598415,2.901198842,0.038207471,0.00073984,2.543881964,0.923624818,7.0,0.00094007,16.04471016,0.015469717,0.012421978,0.226820277,0.092362346,0.03937241,0.015882572,0.03937241,0.022057584,0.093546478,0.0,0.075006228,0.01918295,0.122995783,0.070490058,-0.25616,1.15314,-1.0273,-0.18374,-1.19466,0.086745316,0.4980937049902567,0.1143777005845971,0.8626620350758282,0.1161569092603575,0.5318139456070491,0.712022367194781,1.03286133186478,-0.008968657,0.0307548928238583,86.93169731,64.13002316,70.09252219,45.10593691,86.07795916,81.15562361,91.0,6.21761658,87.77506502,68.7484036,81.01272586,-0.692405132,75.10131681,78.58765242,79.18198132,71.81525274,77.81616848,62.26226069,68.58318458,0.0,0.0,16.76867611,419.2169028,830.0494676,8.384338057,0.0,16.0,30.0,29.0,85.0,23.0,1378.6,2790.0,5476.0,163.0,38.0,20.0,6.3,78.0,8.3,0.0,15.0,82.0,18.0,LA,MADISON,0.7853741114342528
0.004021117,8.59706974,8842.0,0.0,1.0,0.305903946,1.480286738,114.9964158,0.020320431,0.0,18.55311394,-1.67,-0.017160101,2.317318091,0.0,0.0,13.4,16.92094231,18.96118736,51.02389145,9.007801056,19.54887199,16.29072762,82.205513,13.78439426,4.235159874,54.60017014,16.29968544,2.974159002,6.911262989,1.755241394,42.39343262,-3.345083627,0.0179815970590517,3.261629261,0.431512718,4.086892066,0.051598173,0.010045663,0.0,0.981625442,7.0,0.0,6.435931206,0.041278567,0.012506221,0.144903376,0.03337668,0.057217165,0.0,0.019505851,0.101262331,0.084958822,0.0,0.087732063,0.064254612,0.150359043,0.121303208,-0.79812,0.2597,-0.68502,0.36488,1.53535,0.157678966,0.6163575696438272,0.1118957088538837,0.9922402421044464,0.1694731124388919,0.9130131139908436,1.5767828043765035,0.8286725025219213,-0.023451122,7.759757895553658e-05,81.16112365,68.03463562,69.19274879,30.55438879,81.41409064,76.16561551,81.2,9.714285714,82.5979928,67.88738261,81.83343641,0.212792841,80.77296861,80.92425871,72.51335866,72.78203124,75.86998402,69.17420369,77.01989328,7.722007722,7.722007722,0.0,23.16602317,154.4401544,23.16602317,0.0,11.0,30.0,32.0,6.0,42.0,303.1,2472.0,3040.0,640.0,32.0,38.0,5.5,123.0,8.7,0.0,17.0,85.0,48.0,KY,MAGOFFIN,0.8038413890509039
0.031558089,0.834266901,15056.0,0.089589679,1.0,0.133809099,1.41876629,101.1025195,0.065562329,1.273476124,1.425041199,-1.82,0.0041235,17.90350013,0.0,0.0,10.1,13.98963737,28.9609642,18.43591881,22.15538025,23.37796021,15.75695133,82.90422058,5.650179386,3.995407581,54.51645279,10.06015733,6.470545292,9.705817223,4.181644917,39.27387238,-0.254680309,0.2300709414979394,18.20366744,0.377325325,1.407437837,0.001004592,0.0,1.790350013,0.940073214,5.0,0.010618652,4.248396873,0.045645297,0.02638112,0.104578964,0.030068933,0.078084145,0.074693508,0.067149988,0.076387435,0.108866175,0.0,0.072217214,0.058960237,0.183206449,0.130834539,-0.16583,-0.90673,-0.27427,-0.74201,0.62534,0.13525089,0.5912918831750582,0.121035656692349,0.9898315714029744,0.1359523382906289,0.6767604371976348,0.9262228991220212,0.3104487769216986,0.002376892,0.0,86.17523349,70.23124322,64.84930527,63.82883824,82.46009238,78.4764097,96.2,8.474576271,88.85900853,66.14904592,84.73777114,0.866275454,77.25987501,75.65994827,71.45163974,66.25149167,76.13727937,68.1387014,71.10735172,0.0,17.84360084,4.46090021,173.9751082,539.7689254,49.06990231,17.84360084,7.0,21.0,25.0,79.0,27.0,391.3,1571.0,2210.0,789.0,48.0,59.0,4.5,75.0,8.0,0.0,13.0,79.0,22.0,IA,MAHASKA,0.8829000852326657
0.037375979,1.413257003,3362.0,0.182481752,1.0,0.182282173,1.532026144,115.0607843,0.022563867,0.0,15.60801983,-3.09,-0.0185459,9.049773756,0.0,0.0,11.2,23.83512497,29.08146477,24.31803131,16.26746559,12.173913,15.21739101,84.78260803,20.71425056,3.744982243,67.74710083,12.08541572,4.790419102,10.71190929,4.424484253,9.833691597,1.237760946,0.3475759297445255,47.77298851,0.321671982,1.49726898,0.021393152,0.014923259,0.0,0.952700186,6.0,0.004424779,15.13574696,0.01966047,0.008701691,0.107484839,0.018936636,0.035688274,0.063608691,0.016751639,0.0,0.050983247,0.0,0.083961203,0.057837859,0.117016755,0.110016444,-0.3766,-2.23861,0.20493,-0.8381,-0.73966,0.182982617,0.5218978102189781,0.1018248175182481,0.9934306569343064,0.222992700729927,0.433941605839416,2.547810218978102,2.347164226277372,-0.010456443,0.0016423357664233,82.70620122,67.93333712,66.98459359,42.60545547,80.59116806,55.96410178,94.3,15.23809524,86.50015537,68.81972241,82.23392061,-0.032267831,80.44450052,79.03483726,73.09396738,67.95412291,75.62515604,68.85098893,67.00409767,0.0,54.22993492,0.0,253.0730296,650.7592191,72.3065799,0.0,8.0,30.0,31.0,54.0,20.0,750.5,5519.0,2910.90625,1648.7392328398385,35.0,32.0,4.7,174.0,5.3,0.0,16.0,76.0,23.0,MN,MAHNOMEN,0.8357888076942954
0.022258351,0.978910387,164692.0,0.021457846,1.0,0.17811025,1.352112676,92.90140845,0.028654012,0.83748579,4.871049881,-1.72,-0.0025706,11.57318108,0.866260052,0.000827044,12.5,16.86890793,31.87126732,24.60987663,21.25806808,19.31372643,13.68983936,80.85561371,8.903141022,2.876357317,45.02326584,7.317824833,5.138288021,8.969025612,4.326251984,573.0404053,-2.431926573,0.2719512473016758,33.41009774,0.283000298,1.809346198,0.011047237,0.014186954,1.971727147,0.952034009,2.0,0.008011583,4.475061417,0.021361595,0.012523863,0.177808452,0.043024824,0.056503901,0.020748595,0.045858382,0.011840506,0.082773345,0.003068742,0.098987556,0.032281198,0.232126093,0.105946962,-1.49063,-0.48483,-0.41119,0.82655,-0.588,0.173906995,0.5902838873033925,0.1078685921507199,0.9778726691414716,0.124537046971225,0.898723258159346,0.8782353067399095,0.0371579652854966,-0.006363381,0.0143767568611462,84.21386172,73.21428572,64.4736842,61.35458985,82.81578784,80.60788073,93.7,8.9841756,86.29165424,73.11230586,82.47734139,-0.500268465,80.58929139,79.92154328,76.63043478,50.0,69.7368421,67.91666667,70.21666667,10.68974511,25.65538827,132.9804292,194.9809509,1220.768892,186.4291548,121.0079147,11.0,23.0,32.0,81.0,37.0,482.6,957.0,1386.0,269.0,41.0,48.0,4.8,99.0,8.2,1.0,13.0,85.0,23.0,OH,MAHONING,0.8552428402202503
0.0416434,0.380453765,5210.0,0.0,0.0,0.39272156,1.469520104,141.8547341,0.057658713,0.898778379,2.059336901,-1.49,0.0087458,21.91286414,0.0,0.0,11.6,18.21386528,33.69102478,22.51951027,14.73801517,27.11370277,23.90670586,76.96793365,8.95016098,5.595298767,49.51726532,6.615247701,5.730211735,6.889632225,2.920847178,7.999053478,2.57738807,0.1760307654448905,12.40951396,0.351231079,0.988307367,0.004428547,0.0,1.288992008,0.941091954,7.0,0.008174387,6.276024818,0.031859562,0.022210784,0.122908113,0.016424039,0.075401271,0.0,0.04329974,0.019394884,0.046659202,0.0,0.084862622,0.042075738,0.146930674,0.192386205,1.00842,0.23488,0.68412,-1.62378,-0.73966,0.25733402,0.5508353840176143,0.1102188835643051,0.9897681647454992,0.1484263696412381,0.6184432068384924,0.7373397228338299,1.172100769200881,0.014817703,0.0053101929801839,80.85402761,51.57835117,51.38420942,45.40831567,80.50930319,59.00263878,95.8,12.97297297,87.61211887,51.42112294,63.75229979,1.533546046,81.03898881,79.77918358,48.85366249,51.72064335,56.76389979,53.29931873,54.16984819,0.0,13.01574906,0.0,104.1259925,598.7244566,78.09449434,0.0,8.0,21.0,30.0,2.0,13.0,351.0,2548.0,7629.0,1907.0,38.0,38.0,4.4,145.0,7.2,1.0,9.0,85.0,29.0,OK,MAJOR,0.8638591560862494
0.017677853,0.61035639,19837.0,0.065629717,1.0,0.227716331,1.456521739,143.1838768,0.043095017,0.0,2.210080624,1.68,-0.0064649,9.5555043,0.428037018,0.0,8.9,27.15502548,33.3713913,35.74172974,16.05656433,20.48643684,13.37698746,80.91674805,12.27476978,4.458478928,69.90265656,11.33263379,6.104588985,9.31163311,3.575240135,3.108982086,-2.679398333,0.1158075808558115,27.22863232,0.171324997,1.863182711,0.01111368,0.001300691,2.965501334,0.902037307,4.0,0.003935286,10.73762131,0.052072171,0.017231533,0.106798196,0.046044445,0.043733333,0.012295478,0.063644445,0.0,0.071644445,0.0,0.07333489,0.058744185,0.160298312,0.13181978,-0.76802,-0.42692,2.39555,-0.24245,1.08035,0.164262952,0.487825687471287,0.0963116098969613,0.8894467414845442,0.1666666666666666,0.4151407757432565,1.628240467283586,0.23840988166962,-0.001347533,0.0116164599330576,86.26364513,63.16645876,67.32343936,46.98531308,80.80115594,79.30278962,94.4,9.144542773,87.84463808,70.30606454,83.78842921,0.182626976,77.88028205,78.36014014,72.6410174,67.76041675,76.08521644,66.65702254,65.70845349,0.0,39.37137045,16.40473769,216.5425375,639.7847698,98.42842613,0.0,7.0,22.0,23.0,67.0,21.0,610.2,4389.0,1329.0,196.0,38.0,42.0,4.6,75.0,8.0,1.0,21.0,78.0,20.0,OR,MALHEUR,0.8288266465660142
0.028090715,0.535238624,259773.0,0.0084887,0.0,0.148880419,1.75,202.0384615,0.036187994,0.795557916,4.387252808,4.66,0.0139538,7.504882438,0.0,0.0,10.6,32.71735001,29.66378021,26.89061928,16.88363075,24.81352043,16.36946297,75.24475861,11.20250797,5.372742653,34.08264923,9.557070442,3.759789944,7.289201736,4.000288963,451.9068604,9.471770234,0.1986494350487109,28.10360703,0.30249258,2.343113691,0.020673355,0.029452823,0.596979285,0.912473721,2.0,0.009787378,5.042186737,0.027617397,0.013834181,0.112948522,0.027984332,0.055653816,0.016426913,0.063061979,0.013660902,0.062913816,0.010856237,0.101821971,0.042506714,0.285176244,0.197672778,2.00201,2.35266,-1.09576,1.01138,-1.19466,0.21548972,0.5460526129633769,0.1021303807747919,0.9919640305480022,0.136826527753805,0.7615127995450057,0.4743570517046724,0.0220446195364603,0.002329087,0.0047819677372803,85.7340763,69.52119684,68.03451596,59.29123309,83.70788733,79.9406087,95.4,15.33704391,88.02036276,68.51460855,86.28053618,-0.256716198,76.46781178,80.46031479,70.3872169,70.59615476,78.17461646,72.59275077,68.17967095,7.599983631,41.21529584,113.4151403,423.5529339,795.0752106,118.0920533,4.092298878,7.0,19.0,25.0,91.0,24.0,412.4,1811.0,1858.0,938.0,45.0,49.0,4.3,103.0,7.9,1.0,16.0,78.0,38.0,FL,MANATEE,0.8802053229875261
0.030148933,0.171931088,18130.0,0.040874719,1.0,0.448156447,1.432784636,114.0452675,0.033882605,0.370064616,14.23187351,0.89,0.0019756,10.64831879,0.0,0.0,11.1,23.70000076,39.61542892,29.06921959,20.75891304,17.32758713,14.82758617,74.13793182,8.066555023,4.105329037,40.44112015,9.986565159,6.429871082,10.3120575,4.684235573,45.27210999,-1.083572555,0.1013365394645411,12.43506361,0.239811916,1.40174105,0.047358211,0.016233025,2.86685506,0.929300412,5.0,0.006279435,17.23710251,0.026715973,0.011759359,0.108143416,0.020979021,0.047952048,0.0,0.048784548,0.015233626,0.059107558,0.0,0.084905922,0.032506917,0.154720127,0.111470806,-1.06911,-0.78264,-0.20582,1.00046,0.01867,0.16411603,0.5404455344369508,0.0817494379726139,0.9500510933987328,0.1138769670958512,0.8159002656856734,0.6407929695483343,0.2815258245248314,-0.012030997,0.0017984876353975,84.64142426,65.99430643,66.71980229,60.75673137,80.55618064,79.63360789,93.7,8.775137112,86.59931242,70.34081046,82.25853361,0.067659817,78.57076617,77.55011074,70.31139362,75.66131442,76.97842068,69.25894676,68.40151029,4.08997955,65.4396728,16.3599182,151.3292434,408.997955,40.8997955,8.1799591,7.0,22.0,20.0,90.0,27.0,114.6,1887.0,1445.0,744.0,46.0,43.0,3.8,104.0,5.5,0.0,12.0,80.0,24.0,MI,MANISTEE,0.8540416600089231
0.025190473,0.479889691,57053.0,0.037416748,0.0,0.123754718,1.437660668,112.6195373,0.027954977,0.950841486,4.654273987,-0.37,-0.0124169,8.857174935,0.0,0.026813731,8.6,9.086623192,31.71321297,16.35073471,18.96788788,25.16736984,10.48847008,82.54401398,5.985193729,3.352744818,58.26807785,7.799649287,3.450337887,7.239530563,4.863561153,137.1175232,-1.552024754,0.1716540048392327,18.23330684,0.230778732,0.942615105,0.009615682,0.002950354,2.24548097,0.97016729,4.0,0.00747258,4.706371307,0.030080978,0.019311217,0.121319583,0.023884632,0.096740274,0.019050989,0.066216013,0.112580106,0.162024936,0.003395917,0.070521351,0.036402583,0.153317865,0.129892421,-0.67769,-1.04736,-0.27427,0.48285,-0.73966,0.201166767,0.6016114146025094,0.1058270348474643,0.993539374890868,0.1311706453141759,0.6046421711691486,0.9855820798722842,0.0821791448152859,-0.004145641,0.0001371947416997,84.80800059,65.54417832,66.19343095,60.25938404,82.45114908,76.51033232,95.5,8.525345622,87.27559515,66.68635065,82.62560905,0.550211074,79.15461368,77.04357339,64.5656085,64.18119635,70.90203695,65.9472837,70.24777486,0.0,9.918912887,17.35809755,109.1080418,312.4457559,58.27361321,4.959456444,8.0,20.0,20.0,77.0,32.0,284.2,2028.0,1717.0,952.0,52.0,55.0,3.9,84.0,8.0,1.0,10.0,85.0,22.0,WI,MANITOWOC,0.8792341535772925
0.031602316,1.456351399,92748.0,0.051711274,0.0,0.177928028,1.895833333,114.125,0.02470555,2.752868652,6.462770939,-3.3,0.0017087,11.28160508,0.0,0.024617096,9.1,13.27433586,29.80626106,14.61211205,19.29824638,27.52212334,11.71091461,84.0855484,5.471817493,3.357448101,59.34520721,8.677894676,4.294456959,7.756600857,4.498455524,87.30451965,0.972677025,0.2228819139819897,13.54440593,0.158678617,1.161872658,0.013241676,0.006723714,2.212079428,0.953323618,3.0,0.008128911,2.802098274,0.044093125,0.033512168,0.115733325,0.022878542,0.083410131,0.034560908,0.064510466,0.045199718,0.117742572,0.001743443,0.06684793,0.047760028,0.21785074,0.14445044,-1.00889,-1.69262,-0.41119,0.1068,-0.73966,0.132740426,0.6037808328470011,0.1193717818966217,0.9918591680394778,0.1461434470735112,0.6943937591879853,1.1712751261385714,0.0414938099980054,0.002875827,0.0001403591717331,84.69223907,71.08768516,65.424911,59.92021953,82.61779087,80.32555906,96.3,8.636073932,87.99735368,68.39464385,87.61478788,0.815930314,78.3180962,78.55718253,68.09856915,79.40899991,77.95547667,69.17357197,68.42554532,1.476930348,20.67702487,17.72316418,81.96963431,358.1556094,52.43102735,25.10781592,7.0,19.0,23.0,73.0,17.0,244.6,1042.0,1317.0,504.0,57.0,55.0,3.8,64.0,7.0,1.0,12.0,82.0,17.0,WI,MARATHON,0.8894114648026896
